Cause,Fire-Start-Date,Initial-Report-Date,Fire-Out-Date,Region,Zone,County,Municipality,NFFL-Fuel-Model,Complex-Type,Acreage,Latitude,Longitude,Ownership,Reporting-Ranger,Fire-Report-Method,New-York-Zip-Codes,Counties,NYS-Municipal-Boundaries,duration,oil,year,month,day
Campfire,09/06/2010,09/06/2010,09/06/2010,5,5D,Hamilton,INDIAN LAKE, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.65998,-74.34907,State Forest/RF Area,"Lomnitzer,Bruce D",DEC Dispatch,103.0,622.0,867.0,0.0,8,2010,09,06
Power line,09/07/2010,09/07/2010,09/08/2010,8,8A,Steuben,CANISTEO, 8 - Timber - Light Hardwood Litter,5.0,0.8,42.26134,-77.46185,Private Property,"Carpenter,Timothy J",911 Dispatch,1765.0,2178.0,42.0,1.0,8,2010,09,07
Lightning,09/11/2010,09/11/2010,09/16/2010,5,5E,Warren,LAKE LUZERNE, 9 - Timber - Medium Hardwood Litter,4.0,0.5,43.38719,-73.85266,Private Property,"Donegan,Evan F",911 Dispatch,129.0,2183.0,819.0,5.0,9,2010,09,11
Campfire,09/08/2010,09/15/2010,09/10/2010,2,2A,Richmond,STATEN ISLAND, 9 - Timber - Medium Hardwood Litter,4.0,3.9,40.55828,-74.18593,Other Government,"Thomes,Howard F",911 Dispatch,615.0,2139.0,585.0,2.0,9,2010,09,08
Lightning,09/15/2010,09/15/2010,09/18/2010,5,5F,Washington,FORT ANN, 9 - Timber - Medium Hardwood Litter,5.0,0.5,43.53291,-73.61046,Forest Preserve,"Laczko,Jaime ",DEC Dispatch,91.0,2184.0,727.0,3.0,9,2010,09,15
Campfire,09/18/2010,09/18/2010,09/19/2010,3,3A,Ulster,SHANDAKEN, 8 - Timber - Light Hardwood Litter,1.0,0.1,42.02684,-74.35792,Forest Preserve,"Ellenbogen,Marie C",DEC Dispatch,257.0,2182.0,410.0,1.0,8,2010,09,18
Incendiary,09/20/2010,09/20/2010,09/25/2010,4,4A,Columbia,COPAKE, 7 - Brush - Understory,5.0,0.3,42.11256,-73.50067,OPR&HP (State Parks),"DiCintio,Chris A",911 Dispatch,962.0,619.0,521.0,5.0,7,2010,09,20
Lightning,09/23/2010,09/23/2010,09/26/2010,4,4A,Rensselaer,BRUNSWICK, 9 - Timber - Medium Hardwood Litter,5.0,0.5,42.72548,-73.54169,Private Property,"Henry,William ",911 Dispatch,11.0,2138.0,130.0,3.0,9,2010,09,23
Incendiary,11/12/2010,11/12/2010,11/12/2010,2,2A,Richmond,STATEN ISLAND, 3 - Grass - Heavy,4.0,10.2,40.55386,-74.11288,Other Government,"Thomes,Howard F",Supervisor,609.0,2139.0,585.0,0.0,3,2010,11,12
Incendiary,11/13/2010,11/13/2010,11/13/2010,2,2A,Richmond,STATEN ISLAND, 4 - Brush - Heavy/Volatile,4.0,11.3,40.58642,-74.07705,Other Government,"Thomes,Howard F",Fire Department,608.0,2139.0,585.0,0.0,4,2010,11,13
Incendiary,12/07/2010,12/07/2010,12/07/2010,2,2A,Richmond,STATEN ISLAND, 9 - Timber - Medium Hardwood Litter,4.0,13.3,40.51699,-74.22253,Other Government,"Thomes,Howard F",Other,612.0,2139.0,585.0,0.0,9,2010,12,07
Incendiary,12/09/2010,12/09/2010,12/09/2010,2,2A,Richmond,STATEN ISLAND, 9 - Timber - Medium Hardwood Litter,4.0,3.1,40.57258,-74.15406999999998,Other Government,"Thomes,Howard F",911 Dispatch,609.0,2139.0,585.0,0.0,9,2010,12,09
Incendiary,12/20/2010,12/20/2010,12/20/2010,2,2A,Richmond,STATEN ISLAND, 8 - Timber - Light Hardwood Litter,4.0,0.5,40.5517,-74.19153,Private Property,"Thomes,Howard F",Fire Department,615.0,2139.0,585.0,0.0,8,2010,12,20
Prescribed Fire,03/30/2011,03/30/2011,03/30/2011,1,1A,Suffolk,SHELTER ISLAND, 3 - Grass - Heavy,4.0,4.0,41.05315,-72.30688,Private Property,"Gallagher,Bryan ",Ranger Patrol,1647.0,2179.0,1016.0,0.0,3,2011,03,30
Equipment,03/30/2011,03/30/2011,03/31/2011,4,4A,Rensselaer,HOOSICK, 9 - Timber - Medium Hardwood Litter,5.0,0.5,42.84277,-73.36827,State Forest/RF Area,"Hess,Joseph C",911 Dispatch,1234.0,2138.0,127.0,1.0,9,2011,03,30
Incendiary,03/30/2011,03/30/2011,03/31/2011,3,3B,Orange,PORT JERVIS, 9 - Timber - Medium Hardwood Litter,5.0,2.0,41.38477,-74.6956,Other Government,"Deslauriers,Jacob P",911 Dispatch,1091.0,2134.0,888.0,1.0,9,2011,03,30
Incendiary,04/01/2011,04/03/2011,04/01/2011,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,0.2,40.89369,-72.94054,Other Government,"Thompson,Michael W",Ranger Patrol,1636.0,2179.0,1022.0,0.0,8,2011,04,01
Power line,04/08/2011,04/08/2011,04/08/2011,4,4A,Rensselaer,NASSAU, 6 - Brush - Mixed/Regeneration,5.0,0.6,42.585,-73.52407,Private Property,"Hess,Joseph C",911 Dispatch,1146.0,2138.0,126.0,0.0,6,2011,04,08
Debris Burning,04/09/2011,04/09/2011,04/09/2011,7,7A,Oswego,SCHROEPPEL, 1 - Grass - Light,5.0,0.5,43.28349,-76.23518,Private Property,"Jackson,Scott ",911 Dispatch,669.0,2135.0,233.0,0.0,1,2011,04,09
Equipment,04/11/2011,04/11/2011,04/11/2011,4,4A,Schenectady,DUANESBURG, 1 - Grass - Light,5.0,0.8,42.71655,-74.2616,Other Government,"Henry,William ",911 Dispatch,1404.0,2142.0,109.0,0.0,1,2011,04,11
Smoking,04/12/2011,04/12/2011,04/13/2011,8,8A,Monroe,GREECE, 3 - Grass - Heavy,3.0,145.0,43.28545,-77.66774000000002,Wildlife Management Area,"Dormer,Patrick G",Fire Department,1670.0,2093.0,548.0,1.0,3,2011,04,12
Prescribed Fire,04/15/2011,04/15/2011,04/15/2011,8,8A,Steuben,CAMERON, 3 - Grass - Heavy,4.0,39.0,42.19307,-77.37601,State Forest/RF Area,"Carpenter,Timothy J",Ranger Patrol,1766.0,2178.0,44.0,0.0,3,2011,04,15
Prescribed Fire,04/18/2011,04/18/2011,04/18/2011,1,1A,Suffolk,RIVERHEAD, 1 - Grass - Light,4.0,15.0,40.89913,-72.82517,Wildlife Management Area,"Gallagher,Bryan ",DEC Dispatch,1607.0,2179.0,1017.0,0.0,1,2011,04,18
Incendiary,04/22/2011,04/22/2011,04/22/2011,7,7A,Broome,TRIANGLE, 1 - Grass - Light,5.0,0.3,42.3437,-75.86086,Private Property,"Prunoske,James ",DEC Dispatch,393.0,2033.0,939.0,0.0,1,2011,04,22
Prescribed Fire,04/29/2011,04/29/2011,04/30/2011,1,1A,Suffolk,RIVERHEAD, 3 - Grass - Heavy,4.0,14.0,40.90337,-72.82302,Wildlife Management Area,"Gallagher,Bryan ",Ranger Patrol,1607.0,2179.0,1017.0,1.0,3,2011,04,29
Prescribed Fire,05/02/2011,05/02/2011,05/03/2011,1,1A,Suffolk,BROOKHAVEN, 3 - Grass - Heavy,4.0,80.6,40.9034,-72.935,Wildlife Management Area,"Gallagher,Bryan ",Ranger Patrol,1636.0,2179.0,1022.0,1.0,3,2011,05,02
Campfire,05/11/2011,05/11/2011,05/11/2011,5,5E,Warren,WARRENSBURG, 1 - Grass - Light,5.0,0.1,43.53905,-73.75046999999998,Private Property,"Donegan,Evan F",911 Dispatch,156.0,2183.0,815.0,0.0,1,2011,05,11
Prescribed Fire,05/12/2011,05/12/2011,05/13/2011,6,6A,St. Lawrence,CLIFTON, 1 - Grass - Light,4.0,0.6,44.15741,-74.90037,Private Property,"Jackson,Scott ",Ranger Patrol,1622.0,2140.0,332.0,1.0,1,2011,05,12
Incendiary,05/25/2011,05/25/2011,05/26/2011,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,3.0,40.91327,-72.94855,Unique Area,"Thompson,Michael W",911 Dispatch,1314.0,2179.0,1022.0,1.0,8,2011,05,25
Incendiary,05/28/2011,05/28/2011,05/29/2011,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,4.0,2.0,40.90994,-72.95983000000003,Other Not Classified,"Gallagher,Bryan ",Fire Department,1314.0,2179.0,1022.0,1.0,9,2011,05,28
Lightning,06/01/2011,06/01/2011,06/01/2011,5,5E,Essex,TICONDEROGA, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.8333,-73.5,Private Property,"Schroeder,Rick A",DEC Dispatch,154.0,2084.0,420.0,0.0,8,2011,06,01
Power line,06/01/2011,06/01/2011,06/01/2011,5,5B,Franklin,MALONE,10 - Timber  - Heavy Litter/Downed Fuels,5.0,1.2,44.8624,-74.30011,Private Property,"Russell,David G",DEC Dispatch,278.0,621.0,182.0,0.0,1,2011,06,01
Incendiary,06/01/2011,06/01/2011,06/01/2011,1,1A,Suffolk,BROOKHAVEN, 7 - Brush - Understory,5.0,5.0,40.91541,-72.95711,Wildlife Management Area,"Slade,Kevin M",Fire Department,1314.0,2179.0,1022.0,0.0,7,2011,06,01
Prescribed Fire,06/07/2011,06/07/2011,06/08/2011,4,4A,Albany,ALBANY, 6 - Brush - Mixed/Regeneration,4.0,12.0,42.71844,-73.88174000000002,Unique Area,"Hess,Joseph C",Ranger Patrol,1229.0,2030.0,832.0,1.0,6,2011,06,07
Equipment,06/08/2011,06/08/2011,06/08/2011,4,4A,Rensselaer,PETERSBURG, 1 - Grass - Light,5.0,0.1,42.7473,-73.32592,Other Government,"Hess,Joseph C",Other,1305.0,2138.0,118.0,0.0,1,2011,06,08
Lightning,06/08/2011,06/09/2011,06/10/2011,5,5E,Warren,BOLTON,10 - Timber  - Heavy Litter/Downed Fuels,4.0,5.0,43.62264,-73.57568,Forest Preserve,"Schroeder,Rick A",911 Dispatch,801.0,2183.0,826.0,2.0,1,2011,06,08
Incendiary,06/04/2011,06/09/2011,06/04/2011,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,1.0,40.88027,-72.91045,Other Government,"Thompson,Michael W",Ranger Patrol,1644.0,2179.0,1022.0,0.0,8,2011,06,04
Campfire,06/08/2011,06/10/2011,06/13/2011,5,5F,Saratoga,HADLEY, 8 - Timber - Light Hardwood Litter,5.0,0.3,43.30897,-73.91101,Private Property,"Hitt,Suzanne M",Other,97.0,2141.0,1003.0,5.0,8,2011,06,08
Prescribed Fire,06/01/2011,06/13/2011,06/01/2011,3,3B,Ulster,WAWARSING, 9 - Timber - Medium Hardwood Litter,5.0,6.0,41.66981,-74.35786999999998,Other Not Classified,"Deslauriers,Jacob P",Landowner,116.0,2182.0,407.0,0.0,9,2011,06,01
Miscellaneous,07/04/2011,07/04/2011,07/04/2011,5,5A,Franklin,HARRIETSTOWN, 1 - Grass - Light,1.0,0.1,44.33619,-74.15034,State Forest/RF Area,"Harjung,Julie ",Fire Department,303.0,621.0,183.0,0.0,1,2011,07,04
Lightning,07/07/2011,07/07/2011,07/07/2011,5,5D,Hamilton,LAKE PLEASANT, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.4167,-74.4167,Forest Preserve,"Kallen,David A",Sheriff,1287.0,622.0,865.0,0.0,8,2011,07,07
Campfire,07/11/2011,07/11/2011,07/13/2011,5,5F,Washington,FORT ANN, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.5384,-73.5654,State Forest/RF Area,"Schwab,Werner J",DEC Dispatch,91.0,2184.0,727.0,2.0,8,2011,07,11
Campfire,07/17/2011,07/17/2011,07/18/2011,5,5E,Warren,QUEENSBURY, 8 - Timber - Light Hardwood Litter,4.0,2.5,43.31491,-73.71885999999998,Other Government,"Donegan,Evan F",911 Dispatch,785.0,2183.0,818.0,1.0,8,2011,07,17
Incendiary,07/18/2011,07/18/2011,07/18/2011,1,1A,Suffolk,BABYLON, 7 - Brush - Understory,5.0,0.1,40.76873,-73.3,State Forest/RF Area,"Burkholder,Michael W",Other,1110.0,2179.0,1023.0,0.0,7,2011,07,18
Power line,07/17/2011,07/18/2011,07/19/2011,3,3A,Ulster,OLIVE, 8 - Timber - Light Hardwood Litter,5.0,0.7,42.00019,-74.19032,Private Property,"Ellenbogen,Marie C",Supervisor,332.0,2182.0,415.0,2.0,8,2011,07,17
Campfire,07/20/2011,07/20/2011,07/21/2011,5,5A,Franklin,SANTA CLARA, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.3218,-74.34496999999998,Forest Preserve,"Harjung,Julie ",Other,303.0,621.0,179.0,1.0,8,2011,07,20
Miscellaneous,07/23/2011,07/23/2011,07/23/2011,5,5E,Warren,HORICON, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.71411,-73.80846,Private Property,"Donegan,Evan F",Ranger Patrol,141.0,2183.0,822.0,0.0,8,2011,07,23
Campfire,07/26/2011,07/26/2011,07/28/2011,5,5D,Hamilton,ARIETTA, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.24651,-74.54375,Forest Preserve,"Ploss,John ",Other,1157.0,622.0,870.0,2.0,8,2011,07,26
Campfire,07/27/2011,07/27/2011,07/28/2011,5,5A,Franklin,SANTA CLARA, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.34857,-74.3577,Forest Preserve,"Evans,Peter H",Other,303.0,621.0,179.0,1.0,8,2011,07,27
Campfire,07/28/2011,07/28/2011,07/28/2011,5,5E,Warren,BOLTON,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.1,43.5307,-73.7232,Private Property,"Schroeder,Rick A",DEC Dispatch,90.0,2183.0,826.0,0.0,1,2011,07,28
Debris Burning,07/28/2011,07/28/2011,07/28/2011,5,5E,Warren,LAKE GEORGE, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.46994,-73.68828,Private Property,"Donegan,Evan F",911 Dispatch,128.0,2183.0,820.0,0.0,9,2011,07,28
Campfire,07/28/2011,07/28/2011,07/29/2011,5,5A,Franklin,HARRIETSTOWN,12 - Slash - Medium,4.0,0.1,44.30274,-74.172,Forest Preserve,"Harjung,Julie ",Other,274.0,621.0,183.0,1.0,1,2011,07,28
Campfire,08/01/2011,08/01/2011,08/01/2011,5,5A,Franklin,SANTA CLARA, 6 - Brush - Mixed/Regeneration,1.0,0.1,44.31926,-74.35778,Forest Preserve,"Evans,Peter H",DEC Dispatch,303.0,621.0,179.0,0.0,6,2011,08,01
Campfire,08/02/2011,08/02/2011,08/02/2011,5,5D,Hamilton,ARIETTA, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.31139,-74.59461,Forest Preserve,"Kallen,David A",DEC Dispatch,1157.0,622.0,870.0,0.0,9,2011,08,02
Campfire,08/05/2011,08/05/2011,08/05/2011,5,5A,Franklin,HARRIETSTOWN, 1 - Grass - Light,5.0,0.1,44.31266,-74.1755,Forest Preserve,"Burns,Kevin ",DEC Dispatch,274.0,621.0,183.0,0.0,1,2011,08,05
Campfire,08/07/2011,08/07/2011,08/08/2011,5,5C,Essex,KEENE,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.1,44.14515,-73.73608,Forest Preserve,"Platt,Charles ",DEC Dispatch,272.0,2084.0,442.0,1.0,1,2011,08,07
Campfire,08/12/2011,08/12/2011,08/12/2011,5,5E,Hamilton,WELLS, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.6727,-74.23100000000002,Forest Preserve,"Scott,Jason S",Other,20.0,622.0,862.0,0.0,8,2011,08,12
Campfire,08/24/2011,08/24/2011,08/28/2011,5,5A,Hamilton,LONG LAKE, 7 - Brush - Understory,5.0,0.1,43.98,-74.66,State Forest/RF Area,"Zurek,Robert ",Other,130.0,622.0,864.0,4.0,7,2011,08,24
Structure,10/12/2011,10/12/2011,10/12/2011,6,6B,Lewis,CROGHAN, 9 - Timber - Medium Hardwood Litter,3.0,0.1,44.03449000000001,-75.41866,State Forest/RF Area,"Nowalk,Joel ",Other,1587.0,623.0,609.0,0.0,9,2011,10,12
Structure,11/05/2011,11/05/2011,11/06/2011,7,7A,Cortland,TRUXTON, 8 - Timber - Light Hardwood Litter,4.0,0.3,42.66023,-75.97634000000002,Private Property,"Giraud,William L",911 Dispatch,358.0,620.0,764.0,1.0,8,2011,11,05
Debris Burning,11/06/2011,11/06/2011,11/06/2011,7,7A,Oswego,PARISH, 9 - Timber - Medium Hardwood Litter,5.0,1.0,43.45527,-76.11832,Private Property,"Jackson,Scott ",911 Dispatch,668.0,2135.0,237.0,0.0,9,2011,11,06
Debris Burning,11/08/2011,11/08/2011,11/08/2011,8,8A,Schuyler,CATHARINE, 8 - Timber - Light Hardwood Litter,5.0,4.0,42.38616,-76.73739,Private Property,"Meehan,William X",911 Dispatch,1752.0,2143.0,648.0,0.0,8,2011,11,08
Miscellaneous,11/10/2011,11/10/2011,11/11/2011,5,5B,Clinton,ELLENBURG, 8 - Timber - Light Hardwood Litter,5.0,2.3,44.89777,-73.87759,Private Property,"Bronson,Glen A",Fire Department,225.0,2038.0,7.0,1.0,8,2011,11,10
Incendiary,11/09/2011,11/13/2011,11/10/2011,6,6A,St. Lawrence,RUSSELL,10 - Timber  - Heavy Litter/Downed Fuels,1.0,29.3,44.36118,-75.08774,Private Property,"Thomes,Howard F",Ranger Patrol,1614.0,2140.0,310.0,1.0,1,2011,11,09
Smoking,11/13/2011,11/13/2011,11/14/2011,8,8A,Ontario,BRISTOL,10 - Timber  - Heavy Litter/Downed Fuels,3.0,11.5,42.76632,-77.39394,Private Property,"Dormer,Patrick G",911 Dispatch,178.0,2133.0,782.0,1.0,1,2011,11,13
Debris Burning,11/13/2011,11/13/2011,11/14/2011,8,8A,Ontario,CANADICE, 9 - Timber - Medium Hardwood Litter,3.0,4.0,42.74107,-77.59102,Private Property,"Dormer,Patrick G",DEC Dispatch,411.0,2133.0,781.0,1.0,9,2011,11,13
Prescribed Fire,10/11/2011,10/11/2011,10/11/2011,4,4A,Albany,ALBANY, 2 - Grass - Understory,5.0,1.3,42.71779,-73.87903,Other Not Classified,"Kittle,Darryl J",Other,40.0,2030.0,814.0,0.0,2,2011,10,11
Debris Burning,11/26/2011,11/26/2011,11/26/2011,9,9A,Cattaraugus,FARMERSVILLE, 1 - Grass - Light,5.0,7.0,42.41103,-78.38035,Private Property,"Flanagan,Martin T",911 Dispatch,1715.0,2034.0,363.0,0.0,1,2011,11,26
Campfire,11/27/2011,11/27/2011,11/27/2011,8,8A,Ontario,NAPLES, 8 - Timber - Light Hardwood Litter,5.0,0.3,42.58485,-77.36777,Private Property,"Dormer,Patrick G",911 Dispatch,323.0,2133.0,804.0,0.0,8,2011,11,27
Incendiary,01/31/2012,02/03/2012,01/31/2012,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,0.1,40.8716,-72.9325,Other Government,"Thompson,Michael W",911 Dispatch,1636.0,2179.0,1022.0,0.0,8,2012,01,31
Debris Burning,03/22/2012,03/22/2012,03/23/2012,5,5B,Franklin,BOMBAY, 1 - Grass - Light,4.0,32.0,44.90533,-74.62209,Private Property,"Gliddi,Thomas ",911 Dispatch,208.0,621.0,193.0,1.0,1,2012,03,22
Incendiary,02/04/2012,02/05/2012,02/04/2012,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,0.1,40.89684000000001,-72.93099000000002,Wildlife Management Area,"Thompson,Michael W",Fire Department,1636.0,2179.0,1022.0,0.0,8,2012,02,04
Debris Burning,02/06/2012,02/06/2012,02/06/2012,5,5F,Washington,CAMBRIDGE, 3 - Grass - Heavy,5.0,2.0,42.9761,-73.45305,Private Property,"Bodnar,Michael J",911 Dispatch,1154.0,2184.0,730.0,0.0,3,2012,02,06
Equipment,02/09/2012,02/09/2012,02/09/2012,5,5F,Washington,GREENWICH, 3 - Grass - Heavy,4.0,1.0,43.17849,-73.42955,Private Property,"Schwab,Werner J",Fire Department,808.0,2184.0,724.0,0.0,3,2012,02,09
Debris Burning,02/09/2012,02/09/2012,02/09/2012,3,3A,Ulster,WAWARSING, 1 - Grass - Light,5.0,0.5,41.81042,-74.42038000000002,Private Property,"Dawson,Robert B",911 Dispatch,252.0,2182.0,407.0,0.0,1,2012,02,09
Debris Burning,02/13/2012,02/13/2012,02/13/2012,5,5B,Franklin,BANGOR, 8 - Timber - Light Hardwood Litter,4.0,0.1,44.80618,-74.38951,Private Property,"Gliddi,Thomas ",911 Dispatch,289.0,621.0,195.0,0.0,8,2012,02,13
Miscellaneous,02/13/2012,02/13/2012,02/13/2012,3,3A,Ulster,SAUGERTIES, 1 - Grass - Light,5.0,1.0,42.05252,-74.05641999999997,Private Property,"Mecus,Robert ",911 Dispatch,330.0,2182.0,411.0,0.0,1,2012,02,13
Debris Burning,02/22/2012,02/22/2012,02/22/2012,8,8A,Steuben,TUSCARORA, 2 - Grass - Understory,5.0,0.8,42.04847,-77.24856,Private Property,"Carpenter,Timothy J",911 Dispatch,1748.0,2178.0,22.0,0.0,2,2012,02,22
Miscellaneous,02/22/2012,02/22/2012,02/24/2012,3,3B,Westchester,CORTLANDT, 8 - Timber - Light Hardwood Litter,4.0,20.0,41.31542,-73.97388000000002,OPR&HP (State Parks),"Baldwin,Benjamin C",911 Dispatch,1335.0,2185.0,976.0,2.0,8,2012,02,22
Campfire,03/06/2012,03/06/2012,03/07/2012,3,3B,Orange,CHESTER, 1 - Grass - Light,5.0,2.0,41.31506,-74.27122,Private Property,"Tyrrell,Gregory ",911 Dispatch,1498.0,2134.0,881.0,1.0,1,2012,03,06
Debris Burning,03/08/2012,03/08/2012,03/08/2012,4,4B,Schoharie,SEWARD, 1 - Grass - Light,5.0,0.5,42.71622,-74.5456,Private Property,"Henry,William ",Fire Department,1173.0,629.0,145.0,0.0,1,2012,03,08
Debris Burning,03/11/2012,03/11/2012,03/11/2012,5,5F,Washington,WHITE CREEK, 1 - Grass - Light,5.0,0.8,42.99346,-73.27232,Private Property,"Bodnar,Michael J",911 Dispatch,1182.0,2184.0,716.0,0.0,1,2012,03,11
Debris Burning,03/13/2012,03/13/2012,03/13/2012,9,9A,Allegany,WARD, 2 - Grass - Understory,4.0,3.7,42.2159,-77.95211,Private Property,"Thaine,Justin T",911 Dispatch,911.0,2031.0,447.0,0.0,2,2012,03,13
Prescribed Fire,03/15/2012,03/15/2012,03/15/2012,5,5F,Saratoga,STILLWATER, 1 - Grass - Light,5.0,5.0,42.98288,-73.64295,Federal Lands,"Goetke,Anthony G",DEC Dispatch,1415.0,2141.0,993.0,0.0,1,2012,03,15
Debris Burning,03/18/2012,03/18/2012,03/18/2012,9,9A,Cattaraugus,ELLICOTTVILLE, 1 - Grass - Light,5.0,3.0,42.30771,-78.68389,Private Property,"Flanagan,Martin T",911 Dispatch,1710.0,2034.0,364.0,0.0,1,2012,03,18
Incendiary,03/18/2012,03/18/2012,03/18/2012,4,4B,Schoharie,CARLISLE, 1 - Grass - Light,5.0,3.0,42.74356,-74.44206,Private Property,"Henry,William ",911 Dispatch,1173.0,629.0,170.0,0.0,1,2012,03,18
Prescribed Fire,03/20/2012,03/20/2012,03/20/2012,5,5F,Saratoga,STILLWATER, 1 - Grass - Light,5.0,30.0,42.98288,-73.64295,Federal Lands,"Schwab,Werner J",DEC Dispatch,1415.0,2141.0,993.0,0.0,1,2012,03,20
Debris Burning,03/21/2012,03/21/2012,03/21/2012,7,7A,Chenango,COVENTRY, 1 - Grass - Light,4.0,5.8,42.28611,-75.69669,Private Property,"Oldroyd,Jeremy M",911 Dispatch,399.0,2037.0,272.0,0.0,1,2012,03,21
Debris Burning,03/21/2012,03/21/2012,03/22/2012,9,9A,Cattaraugus,MACHIAS, 1 - Grass - Light,4.0,19.1,42.43011,-78.48606,Private Property,"Rogers,Robert C",911 Dispatch,932.0,2034.0,353.0,1.0,1,2012,03,21
Debris Burning,03/22/2012,03/22/2012,03/22/2012,5,5F,Washington,SALEM, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.14001,-73.3254,Private Property,"Bodnar,Michael J",911 Dispatch,151.0,2184.0,717.0,0.0,8,2012,03,22
Power line,03/22/2012,03/22/2012,03/22/2012,5,5C,Essex,KEENE, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.20135,-73.81138,Private Property,"Platt,Charles ",Fire Department,272.0,2084.0,442.0,0.0,8,2012,03,22
Miscellaneous,03/22/2012,03/22/2012,03/22/2012,6,6C,Herkimer,GERMAN FLATTS, 2 - Grass - Understory,5.0,16.4,43.00147,-74.94072,Private Property,"Piersma,Robert J",911 Dispatch,1269.0,2088.0,680.0,0.0,2,2012,03,22
Incendiary,03/22/2012,03/22/2012,03/23/2012,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,5.0,2.8,40.89959,-72.93972,Unique Area,"Thompson,Michael W",Fire Department,1636.0,2179.0,1022.0,1.0,9,2012,03,22
Prescribed Fire,03/23/2012,03/23/2012,03/25/2012,8,8A,Monroe,RUSH, 2 - Grass - Understory,4.0,85.0,42.95995,-77.68398,Unique Area,"Meehan,William X",Ranger Patrol,401.0,2093.0,536.0,2.0,2,2012,03,23
Campfire,03/24/2012,03/24/2012,03/25/2012,5,5F,Saratoga,NORTHUMBERLAND, 8 - Timber - Light Hardwood Litter,5.0,5.0,43.17506,-73.64461,Private Property,"Goetke,Anthony G",911 Dispatch,93.0,2141.0,997.0,1.0,8,2012,03,24
Campfire,03/24/2012,03/24/2012,03/24/2012,3,3A,Ulster,ROCHESTER, 3 - Grass - Heavy,5.0,1.5,41.80382,-74.25435999999998,Private Property,"Mecus,Robert ",911 Dispatch,80.0,2182.0,413.0,0.0,3,2012,03,24
Miscellaneous,03/26/2012,03/26/2012,03/26/2012,4,4A,Rensselaer,SAND LAKE, 8 - Timber - Light Hardwood Litter,5.0,0.1,42.61776,-73.52402,Private Property,"Hess,Joseph C",911 Dispatch,1146.0,2138.0,114.0,0.0,8,2012,03,26
Equipment,03/27/2012,03/27/2012,03/28/2012,5,5F,Washington,WHITE CREEK, 8 - Timber - Light Hardwood Litter,5.0,3.0,43.00891,-73.28134,Private Property,"Bodnar,Michael J",Fire Department,1182.0,2184.0,716.0,1.0,8,2012,03,27
Power line,03/27/2012,03/27/2012,03/28/2012,6,6B,Lewis,LYONSDALE, 1 - Grass - Light,5.0,2.6,43.54915,-75.31107,Private Property,"Scanlon,John ",Supervisor,1285.0,623.0,618.0,1.0,1,2012,03,27
Incendiary,03/27/2012,03/27/2012,03/27/2012,4,4A,Rensselaer,SCHAGHTICOKE, 9 - Timber - Medium Hardwood Litter,4.0,3.1,42.89904,-73.57422,Private Property,"Hess,Joseph C",911 Dispatch,15.0,2138.0,113.0,0.0,9,2012,03,27
Debris Burning,03/27/2012,03/27/2012,03/27/2012,9,9A,Allegany,CANEADEA, 2 - Grass - Understory,4.0,13.0,42.39315,-78.09391,Private Property,"Thaine,Justin T",911 Dispatch,1713.0,2031.0,463.0,0.0,2,2012,03,27
Miscellaneous,03/27/2012,03/27/2012,03/27/2012,3,3A,Ulster,SAUGERTIES, 9 - Timber - Medium Hardwood Litter,1.0,1.0,42.10934,-74.06121,Wilderness Area,"Ellenbogen,Marie C",911 Dispatch,330.0,2182.0,411.0,0.0,9,2012,03,27
Prescribed Fire,03/30/2012,03/30/2012,03/31/2012,1,1A,Suffolk,RIVERHEAD, 3 - Grass - Heavy,5.0,10.1,40.90264000000001,-72.81381,Wildlife Management Area,"Gallagher,Bryan ",Other,1607.0,2179.0,1017.0,1.0,3,2012,03,30
Equipment,03/30/2012,03/30/2012,03/30/2012,7,7A,Cortland,TAYLOR, 8 - Timber - Light Hardwood Litter,4.0,1.7,42.64513,-75.97381999999998,State Forest/RF Area,"Oldroyd,Jeremy M",911 Dispatch,358.0,620.0,765.0,0.0,8,2012,03,30
